gname,alias,glong,glat,plx,e_plx,Upec,Vpec,Wpec,is_outlier
G009.21-00.20,,9.214501562373684,-0.20178401986576255,0.303,0.096,20.47431414145698,-2.7117659048642224,0.6380775654714572,0
G010.32-00.15,,10.322582065798148,-0.15976309095023986,0.343,0.035,-6.376149608026229,-23.15265887421461,4.303356020577942,0
G010.62-00.33,,10.628762401846714,-0.33293427419314275,0.362,0.076,-24.02324097653514,-16.120608096044833,0.5365245724906638,1
G016.86-02.15,,16.863852816256305,-2.158718684011113,0.426,0.092,-6.283086790885708,-10.058966154159151,-7.984270759748515,0
G017.02-02.40,,17.02111143842585,-2.4026814379453247,0.531,0.108,4.501687427114075,-7.8454153010552545,-4.655219854773204,0
G019.00-00.02,,19.00861898230549,-0.02927879524970525,0.247,0.063,20.957811701544642,-33.115517446317,2.196351758926183,1
G019.36-00.03,,19.364794581204375,-0.030218659385238107,0.352,0.069,-2.664807776827799,-16.482259565983355,5.677102468737509,0
G019.49+00.11,,19.495878629696847,0.11540813737933626,0.326,0.1,120.83133271078425,-48.31153174204397,-1.1385482784957688,1
G022.35+00.06,,22.35649810059656,0.06636008021647362,0.231,0.108,26.081758250325386,-12.62983079290862,1.9938148831420532,1
G025.70+00.04,,25.70947641263878,0.04382484083429205,0.098,0.029,-33.67717404519033,-7.825747827091817,-5.481389466292464,1
G029.86-00.04,W43S,29.86235404758307,-0.04430388038070352,0.221,0.03,46.208388475885535,-4.39644162927658,-1.197451520307995,1
G029.98+00.10,,29.98178690887367,0.10870528029669775,0.156,0.01,-63.76198517628208,13.962291079755715,-14.864530930267083,1
G030.19-00.16,,30.198084886374037,-0.16914209901434926,0.212,0.01,14.711685392033537,19.807272766865964,10.311786629136604,1
G030.22-00.18,,30.224560641098076,-0.18002336531163532,0.284,0.032,50.12333685902576,25.172767913943176,-15.20390414364056,1
G030.41-00.23,,30.419304146675408,-0.23203670427991155,0.253,0.021,33.722605610213755,16.614878316146758,5.848430284877676,1
G030.78+00.20,,30.788120700992007,0.2035512648483566,0.14,0.032,-66.5019866512671,-26.156045374017793,3.5165058161245897,1
G030.81-00.05,,30.817836048306496,-0.056811463681020746,0.321,0.037,67.47827287178953,7.258421481295727,0.5027142039341808,1
G032.74-00.07,,32.74399860101673,-0.07561954326359703,0.126,0.016,16.321113316618085,-58.019523866364835,8.734123476824985,1
G032.79+00.19,,32.79690274874211,0.19085880269231165,0.103,0.031,14.2801108587284,-56.739829247823906,0.956148826931047,1
G033.39+00.00,,33.39324682286976,0.009930293754734967,0.113,0.029,-51.75952108458564,-3.596418934608124,-2.021003695275361,1
G036.11+00.55,,36.11515249562877,0.552417516017583,0.246,0.056,-4.359838968639729,6.67288446143246,-0.3242287837550375,0
G037.47-00.10,,37.478995245362846,-0.10479699963239832,0.088,0.03,-17.34328610097302,24.251516510249758,-18.668109295379054,1
G038.03-00.30,,38.03751439318483,-0.30030798376774476,0.095,0.022,-7.47910654914511,17.808369234007102,-0.42658161703623065,1
G040.62-00.13,,40.62252629485976,-0.1383352018401078,0.08,0.021,-18.62728191032841,23.602277631034497,-3.058206280424443,1
G049.41+00.32,,49.41561779563076,0.32574685738368936,0.132,0.031,-16.185583493293514,-69.00401437705906,31.827587900604957,1
G049.48-00.36,W51IRS2,49.48941604341323,-0.368967603608512,0.195,0.071,0.8249412227347683,-4.821119287693222,-2.258811617652844,0
G073.65+00.19,,73.65270776749108,0.19422771072774792,0.075,0.02,20.57303075888911,54.083099059160105,-19.556612099525136,1
G074.56+00.84,IRAS20143+3634,74.5695888585289,0.8457682350457756,0.367,0.083,-2.5994897932736425,-14.248176880407613,8.398289672985829,0
G078.12+03.63,IRAS20126+4104,78.12233662267857,3.6327523931431576,0.645,0.03,-34.3764984234225,-16.826112751160963,23.126496672517497,1
G098.03+01.44,,98.03586484832445,1.4459922020451168,0.366,0.161,2.041210063170511,-48.358912010892965,27.639965471138552,1
G108.59+00.49,,108.5946502956341,0.49176673738739946,0.405,0.033,46.022551617573974,-4.321405491349566,0.42638643330026316,1
G110.19+02.47,IRAS22555+6213,110.19609843675002,2.4761750374699742,0.314,0.07,4.881485821289707,-34.84152985731686,14.152252500714498,1
G111.23-01.23,,111.23496496800085,-1.2381963239292646,0.3,0.081,32.93342345221256,4.811699349723682,-1.2595978128399814,0
G111.54+00.77,NGC7538,111.5421294899417,0.7769384028762917,0.378,0.017,18.156206515886105,-23.368036378731404,-10.052652674630444,1
G136.84+01.16,,136.84514450512646,1.1674146306121307,0.47,0.115,7.829146563111834,-18.13683592074534,5.0728012349547535,0
G182.67-03.26,,182.67801276550367,-3.265397302996912,0.157,0.042,11.656785868964883,1.0611305501249717,11.855565772345432,0
G188.79+01.03,IRAS06061-2151,188.79369548865986,1.0306622558850218,0.496,0.103,14.540081139543394,-19.425116490847245,-10.741272751830877,1
G000.31-00.20,G000.31-0.20,0.3152592880390072,-0.20083724333908243,0.342,0.042,17.743503418553992,-6.3143846970562265,-7.114084793393086,0
G005.88-00.39,G005.88-0.39,5.884193454612775,-0.3923617226509042,0.334,0.02,-2.4400232234306287,-13.305152910633495,-10.069675293327883,0
G006.79-00.25,G006.79-0.25,6.795315908924413,-0.2572553029452956,0.288,0.021,3.32617925820039,-2.266232032700998,1.715363811021227,0
G007.47+00.05,G007.47+0.05,7.4706955199311,0.05836478557150925,0.049,0.007,4.4746907371092,14.976747495841039,0.7240625518873793,0
G008.34-01.00,VXSgr,8.344133233567698,-1.001949271180782,0.64,0.04,-1.949321003579693,-9.021850770376375,-4.64928046011749,0
G011.10-00.11,G011.10-0.10,11.109056798808037,-0.1141616285891001,0.364,0.027,9.051709477444337,-6.846018192215951,-2.2846243449738477,0
G011.49-01.48,G011.50-1.49,11.497391078678321,-1.4853403015859088,0.8,0.033,-0.4435825678861633,9.932046090051358,-0.9865629921431083,0
G011.91-00.61,G011.91-0.61,11.917706166890026,-0.6131241747829906,0.297,0.05,2.7303600664433065,8.862245896805575,-11.853951471541176,0
G012.68-00.18,W33B,12.68060538759639,-0.1822956124191795,0.416,0.028,41.253507126700455,-8.102066164723027,2.3417593657294793,1
G012.81-00.19,W33M,12.813647319205213,-0.197000256792044,0.343,0.037,2.184498091200271,13.454312628091628,11.171149336286208,0
G012.88+00.48,W33A,12.888828423096749,0.4891010634666449,0.404,0.044,14.773028186659884,-4.169715084066041,-6.3031787117556455,0
G012.90-00.24,W33A,12.900918412281614,-0.2414988120833986,0.408,0.025,16.50121956990157,-5.722509993040632,-7.98894702584089,0
G012.90-00.26,W33A,12.908573475865381,-0.260515343411919,0.396,0.032,16.765268724936696,-5.817629421937909,-0.9818502935814291,0
G013.71-00.08,G013.71-0.08,13.712772905190688,-0.08357249590896319,0.264,0.014,5.02079958406398,-5.30519344407972,-5.924747519362738,0
G013.87+00.28,G013.87+0.28,13.873851346076345,0.28123456627745236,0.254,0.024,7.854142822509889,-7.915217505202122,-9.910153394469056,0
G014.33-00.64,G014.33-0.64,14.331809220605823,-0.6449915014717299,0.893,0.101,11.447154495524309,3.500181641269137,-2.5167610731727024,0
G014.63-00.57,G014.63-0.57,14.636659788569817,-0.5759736776586776,0.546,0.022,2.5456661349719494,-2.769373126306647,-2.183845503879814,0
G015.03-00.67,G015.03-0.68,15.034454144972516,-0.6771653895354851,0.499,0.026,0.7090915690201617,4.2060325108028565,-4.107216855645241,0
G016.58-00.05,G016.58-0.05,16.585151904401133,-0.05056506486036847,0.279,0.023,21.427710302425115,-7.751434710390356,4.191592852679823,0
G017.55-00.12,IRC-10414,17.55098166476619,-0.12621787857867428,0.497,0.038,20.703597178568476,5.475182544665444,-0.6860456834725976,0
G017.63+00.15,G017.63+0.15,17.638322059105924,0.15648197284194454,0.669,0.019,7.774722993257669,3.6893402904907475,4.607531280570843,0
G018.34+01.76,G018.34+1.76,18.34134321996305,1.7681359375571692,0.5,0.019,5.571193539272671,-1.4880735891883035,2.1937562244341713,0
G018.87+00.05,G018.87+0.05,18.873712001325543,0.05329127411267487,0.297,0.049,-6.9681141202598695,-1.0794413472443694,-3.716188230084528,0
G023.00-00.41,G023.00-0.41,23.009732531257157,-0.4106074690445545,0.205,0.015,15.550863276542083,-17.024345516919766,-1.0464225281429638,0
G023.20-00.37,G023.20-0.37,23.206426993566257,-0.37766312675142266,0.239,0.034,20.5875103114756,-1.4196656080271168,2.032522811092999,0
G023.38+00.18,G023.38+0.18,23.38904771260075,0.18538132690356354,0.208,0.025,9.272736372192329,-15.793070165597328,-1.2972835614234839,0
G023.65-00.12,G023.65-0.12,23.656704649214,-0.1273173102429206,0.313,0.039,33.44652494309104,8.475902695634488,4.956252808778976,1
G024.63-00.32,G024.63-0.32,24.634014733998125,-0.3236682101479086,0.242,0.045,-24.847210347419256,-12.12176878298422,-11.29679032264237,1
G028.30-00.38,G028.30-0.38,28.30461376453355,-0.3875637898243574,0.221,0.022,12.317240557332937,0.4658841573111374,-0.48264050891984844,0
G028.39+00.08,G028.39-0.08,28.39696032379618,0.0803015348553419,0.231,0.015,-2.5746627251449197,0.7634752880498468,3.041456866413612,0
G028.83-00.25,G028.83-0.25,28.832263978205695,-0.2527226235153818,0.2,0.04,11.947305241279887,-8.18570121945271,-1.5223036960711855,0
G028.86+00.06,G028.86+0.07,28.86189583762602,0.06568572107888841,0.201,0.019,52.83675955393994,-15.551673618426065,13.3211059434859,1
G029.95-00.01,W43S,29.95535735860859,-0.01609362155956864,0.207,0.019,38.51444202714117,-5.865972170631693,-0.2180689577379411,1
G030.70-00.06,G030.70-0.06,30.702612637379612,-0.06826033982916073,0.153,0.02,-13.27556052981417,-14.825297325550565,2.131719605102277,0
G030.74-00.04,G030.74-0.04,30.74870960107436,-0.048962552178467726,0.326,0.055,45.30839747632041,5.686896286388162,9.134433567803,1
G030.97-00.14,G030.97-0.14,30.972373449134494,-0.14170442807291,0.294,0.022,24.83287379988857,2.195022271230613,10.455873042244487,1
G031.24-00.11,G031.24-0.11,31.242956031992385,-0.11083787919714606,0.076,0.014,-16.801462168469328,-6.751917400979863,5.694298817148454,0
G031.28+00.06,W43M,31.280793161088436,0.06163046197692942,0.184,0.017,6.443348762203915,14.312884391774304,-0.14675106559765716,0
G031.41+00.30,G031.41+0.30,31.411680178447348,0.3069107392290935,0.267,0.029,51.61967405081561,-0.026801409427747558,-13.778290033649974,0
G031.58+00.07,W43M,31.580940884016176,0.07833223058323738,0.183,0.032,-3.2847945141795134,2.732266607191292,1.1428387038048946,0
G032.04+00.05,G032.04+0.05,32.044751441002475,0.05901306308858758,0.198,0.015,14.575745908611667,4.0703573144271274,-0.35650350052812385,0
G033.09-00.07,G033.09-0.07,33.09233817699092,-0.07292822935478745,0.134,0.016,-25.330408585042303,-3.3090970514744527,-0.5477443504343942,1
G033.64-00.22,G033.64-0.22,33.641353299674236,-0.22774335942656015,0.131,0.02,18.095576402310186,-34.603259893485216,4.114767292534539,1
G034.41+00.23,G034.41+0.23,34.411347255476784,0.23484880798495683,0.34,0.011,8.282117497098362,4.1858456063770575,-19.880763075380923,0
G034.79-01.38,G034.79-1.38,34.79129841043613,-1.386534296931711,0.381,0.02,-6.447151883525368,4.363275809757056,-5.125752840784065,0
G035.02+00.34,G035.02+0.34,35.02473625223476,0.3496880117017388,0.43,0.04,11.973776706461901,4.577199162748741,-0.8935202635305757,0
G035.19-00.74,G035.20-0.74,35.19702269335042,-0.7432143222481172,0.456,0.045,-3.8999506534378687,-7.695214613030998,-7.700173048710715,0
G035.20-01.73,G035.20-1.73,35.20026749469471,-1.7365020254432326,0.412,0.014,3.110032816616841,-2.113328075626953,-4.728504684940441,0
G035.79-00.17,G035.79-0.17,35.79270976116863,-0.17467486124400444,0.113,0.013,2.912005468564933,-16.05476033501418,-1.0703823977401612,0
G037.42+01.51,G037.43+1.52,37.42959860980132,1.5171744279328931,0.532,0.021,7.731631939207442,3.7959158322777284,-2.7582971859959606,0
G038.11-00.22,G038.11-0.22,38.11898310051321,-0.2288543184845349,0.242,0.035,25.88858327139195,-6.269330459438208,9.257503491733452,0
G040.28-00.21,G040.28-0.21,40.2818472660697,-0.2194082499129248,0.297,0.019,6.444971446831669,14.620854129708533,5.295316735192674,0
G040.42+00.70,G040.42+0.70,40.42504894497153,0.7001418836757184,0.078,0.013,-2.122817983009219,17.261585344594977,14.64777258280859,1
G041.15-00.20,G041.15-0.20,41.15598508592042,-0.20088804170370891,0.125,0.018,-6.397536720817598,-13.347056420546352,-0.3591692947359775,0
G041.22-00.19,G041.22-0.19,41.226062958855465,-0.1972047771246814,0.113,0.022,-10.528053589425042,-5.131914673302759,-0.9027273527470356,0
G042.03+00.19,G042.03+0.19,42.034420659047015,0.19012662417462636,0.071,0.012,-8.145186355776177,51.17967542722735,-23.196767633792316,1
G043.03-00.45,G043.03-0.45,43.03800702376548,-0.45294778054078455,0.13,0.019,22.440508950726407,-5.342823857547273,-5.104547411527877,0
G043.16+00.01,W49N,43.16640518860843,0.011163502230476451,0.09,0.007,-4.565526032022486,-12.093281319982736,10.861974281862512,0
G043.79-00.12,OH43.8-0.1,43.79539199884004,-0.1272371060397677,0.166,0.01,21.126042363807677,-30.832496326150817,2.387227766919919,0
G043.89-00.78,G043.89-0.78,43.890437146644295,-0.7844063956407018,0.134,0.013,-11.012824633364438,-18.504618071976978,16.987557494654887,0
G045.07+00.13,G045.07+0.13,45.07115896295704,0.13234463759873824,0.129,0.007,9.390625486900714,2.039700959416791,8.358082994750477,0
G045.45+00.06,G045.45+0.05,45.45486514647116,0.05996026424078869,0.119,0.017,-11.107541683613675,-0.19299546755891583,-20.54499928296472,0
G045.49+00.12,G045.49+0.12,45.49274981854154,0.12557457025306218,0.144,0.024,-8.70870869337965,-10.320119628415512,-1.3690995627542968,0
G045.80-00.35,G045.80-0.35,45.804085794663436,-0.3558613706076123,0.137,0.023,-1.0705489119080085,1.366808122830946,-13.304733858749842,0
G046.25-01.47,G046.26-1.48,46.256067740991504,-1.4765490403291515,0.121,0.015,7.146469990772469,-20.38076097300393,5.25225932373004,0
G048.60+00.02,G048.61+0.01,48.60614182320978,0.023040405947408762,0.093,0.005,-5.1424866554725295,13.718904262622715,6.255888163130949,1
G048.99-00.29,G048.99-0.30,48.990016161571475,-0.29892431112746737,0.178,0.017,0.46219717597361015,5.0112280300812415,-13.969734902661521,0
G049.04-01.07,G049.04-1.07,49.042950897434245,-1.0787598378571701,0.164,0.022,27.743036362633614,-19.203288205652143,1.7569327200068194,0
G049.19-00.33,G049.19-0.34,49.190121363031665,-0.3367997694748615,0.197,0.008,8.469446506042631,5.293704146712997,10.537162031136381,0
G049.26+00.31,G049.26+0.31,49.26516263412598,0.31116841234938347,0.113,0.016,14.763028221453213,-27.12278511701831,-6.404936535077669,1
G049.34+00.41,G049.34+0.41,49.349203730217596,0.41254508958508773,0.241,0.031,11.903954230842556,8.743026031675356,-2.331415362114928,0
G049.48-00.38,W51M,49.48845380190986,-0.3880043314490998,0.185,0.01,-8.87181726895718,-2.950579048170198,5.395888556345561,0
G049.59-00.24,G049.59-0.24,49.599361013324554,-0.24953430172254354,0.218,0.009,15.453198063852081,2.077826658287279,-11.993844970837703,0
G052.10+01.04,G052.10+1.04,52.10051753542083,1.0427643128815773,0.165,0.013,5.7546728762842525,-8.716299267124725,-0.8892375643966677,0
G054.10-00.08,G054.10-0.08,54.10986843471903,-0.08126041992041073,0.231,0.031,10.633248233995882,-9.913406333963053,9.135553732180526,0
G055.37+00.18,IRAS19312,55.370723747861334,0.18554369847933413,0.263,0.05,25.365303695105016,-12.219718749824267,-9.503130187158188,0
G056.09+02.09,K3-35,56.09606157555446,2.093703472898855,0.26,0.04,17.872588234137446,-20.224392335332396,10.331713578117037,1
G058.77+00.64,G058.77+0.64,58.77478284080131,0.6441243423890506,0.299,0.04,15.611231981726455,-6.437687727138865,-2.058815709440376,0
G059.47-00.18,G059.47-0.18,59.47786832029194,-0.18574369789614978,0.535,0.024,14.869133090995199,-4.958260012918487,-7.074098453893727,0
G059.78+00.06,G059.78+0.06,59.78279539322432,0.06462548893528905,0.463,0.02,-0.257618187353085,-5.645062745125955,-4.739839788854741,0
G059.83+00.67,G059.83+0.67,59.83284558256524,0.6720377042899001,0.242,0.014,16.46104459691578,-3.0936065020715375,-1.5441367050499544,0
G060.57-00.18,G060.57-0.18,60.575485462035,-0.1866045916230899,0.121,0.015,17.509384997291807,13.97277486811916,7.162423377230229,0
G069.54-00.97,ON1,69.54015475880628,-0.9755753368750333,0.406,0.013,6.752303394659757,-7.940290851722494,6.079320201577946,0
G070.18+01.74,G070.18+1.74,70.18112987671326,1.7402339351279177,0.156,0.016,11.10438693903802,-14.85495679052869,-3.2859729648419442,0
G071.31+00.82,IRAS20056+3350,71.31267658176284,0.8288975030782504,0.213,0.028,6.468814857621597,1.79359912048389,-11.031697203218354,0
G071.52-00.38,G071.52-0.38,71.52200000846027,-0.3852512949367999,0.277,0.026,-4.313763297237715,-4.770438046662605,-3.445772830314887,0
G074.03-01.71,G074.04-1.71,74.03418534001557,-1.7140695758068842,0.629,0.017,7.90031580460879,-8.63445045438553,10.52232729126224,0
G075.29+01.32,G075.30+1.32,75.29661759400169,1.3238331091670008,0.108,0.01,12.526359241826416,4.433386758617161,-17.185957658785256,0
G075.76+00.33,G075.76+0.34,75.76094109745675,0.3398843021248017,0.285,0.022,0.15002519796364583,-17.225981402599558,6.738055012972454,0
G075.78+00.34,ON2N,75.78202617063077,0.34272075498874843,0.261,0.03,-3.9409028162350808,-5.930986173942387,1.3140792468682037,0
G076.38-00.61,G076.38-0.62,76.38087891296179,-0.6177468789150884,0.77,0.053,2.3707470443722105,-12.919931820520873,13.150200056363012,0
G078.88+00.70,AFGL2591,78.88664662758207,0.7089349067223036,0.3,0.024,-13.0408671383796,-12.394245950382867,-21.402883738148667,0
G079.73+00.99,IRAS20290+4052,79.73570334687959,0.9904481658389029,0.737,0.062,1.5218740733946878,-11.791880297816391,6.739791274712939,0
G079.87+01.17,G079.88+1.18,79.8768617101513,1.1769480518565139,0.62,0.027,8.773683881599148,-13.408688814633877,4.171392983846584,0
G080.79-01.92,NMLCyg,80.798358751203,-1.920998401854138,0.62,0.047,-2.743307537860273,-11.00377948722371,-3.9857155344135062,0
G080.86+00.38,DR20,80.86148060638196,0.38329864890127646,0.687,0.038,7.133693902960386,-10.73565242782081,5.873240912217968,0
G081.75+00.59,DR21A,81.75231069833808,0.5907472014271133,0.666,0.035,-0.3513793118801629,-10.207668498281606,7.420591481060052,0
G081.87+00.78,W75N,81.87126092276698,0.7806425959270948,0.772,0.042,-0.8283237442430934,-0.24490054244776616,2.0021353194978353,0
G090.21+02.32,G090.21+2.32,90.21041884652509,2.3243263294043786,1.483,0.038,-4.487192038596756,-7.629563595139558,6.9943954690710735,0
G090.92+01.48,G090.92+1.48,90.92149156847277,1.4866391508876282,0.171,0.031,4.229318351927549,-30.22300761099069,16.87847703538131,1
G092.67+03.07,G092.69+3.08,92.67110261250686,3.0711369069780137,0.613,0.02,-16.73310640837484,-7.057218293482691,-0.9161646042358189,0
G094.60-01.79,AFGL2789,94.60251907932413,-1.7961221860465217,0.221,0.013,3.5663486827507644,-8.421589111732686,16.51962847732101,0
G095.29-00.93,G095.29-0.93,95.29640928036791,-0.9369260916592836,0.206,0.015,-7.366890814330519,-4.571866960741403,1.2895961348091722,0
G097.53+03.18,G097.53+3.18,97.53059757689884,3.1837137655061762,0.133,0.017,9.810187120046203,7.452066355166409,9.709151534612682,0
G100.37-03.57,G100.37-3.57,100.37795140467924,-3.5784380506319797,0.289,0.016,13.041710081084757,-2.4072421829457653,3.5930059894690842,0
G105.41+09.87,G105.42+9.88,105.4153407995665,9.87819014043937,1.129,0.063,8.05403817170433,-2.180237963414328,-12.395036354641057,0
G107.29+05.63,IRAS22198+6336,107.29814849705511,5.639738909923124,1.288,0.107,4.623455980925551,-8.403398742521404,11.478052718385854,0
G108.18+05.51,G108.18+5.51,108.18440412713686,5.5187141741030175,1.092,0.018,-1.771459967817311,-7.694927473014474,-3.0924762380513258,0
G108.20+00.58,G108.20+0.58,108.20757925425059,0.5885686601049679,0.227,0.037,-10.942650951535187,-12.843291810309438,9.962182101671788,0
G108.42+00.89,IRAS22480+6002,108.4254619510017,0.8938797786704659,0.4,0.05,12.555691921798443,-24.737537198284514,0.5823080427337715,1
G108.47-02.81,G108.48-2.80,108.47140082934065,-2.81828263849846,0.309,0.01,20.389544591310333,-12.016482922839202,-8.297180167611124,0
G109.87+02.11,G109.87+2.11,109.87114054361915,2.1142331144652298,1.228,0.024,3.1148866809655917,-1.9672983620767468,-0.05546578671615876,0
G111.25-00.76,G111.25-0.77,111.2556473204034,-0.7697600325004578,0.28,0.015,1.3019379947517913,-0.5540702353135316,-2.594244945870164,0
G115.05-00.04,PZCas,115.05817049311926,-0.04780508349368345,0.356,0.04,16.416935860840322,7.695558816601704,-4.978783199155814,0
G121.29+00.65,L1287,121.29772769898064,0.6586746380665055,1.077,0.039,9.871737853814532,-10.868492523906696,-2.164280816202405,0
G122.01-07.08,IRAS00420+5530,122.01613080261146,-7.080364464508809,0.46,0.02,30.2463802618237,-5.60070723831052,3.155551360436929,0
G123.06-06.30,NGC281,123.06687111330832,-6.307458387127732,0.355,0.03,6.275936419189042,9.247156679100613,-16.533883578109364,0
G123.06-06.30,NGC281W,123.06571286094899,-6.309503596002619,0.421,0.022,7.570194735754262,4.845526108637074,-8.017149257983501,0
G133.94+01.06,W3OH,133.94727176505737,1.0643603638741193,0.512,0.01,20.823314011933242,-11.437231321873696,1.7721669872969654,1
G134.62-02.19,SPer,134.62067979354035,-2.1949947866937314,0.413,0.017,3.292881172788798,-12.63045234499748,-5.096658752400559,0
G135.27+02.79,G135.27+2.79,135.27736804841592,2.7977111744013468,0.167,0.011,14.885116167706657,8.84530325206785,1.6674271553963047,0
G160.14+03.15,G160.14+3.16,160.14595613846592,3.156587279744636,0.244,0.006,-11.342559025987525,-16.25661849588417,4.9637873722407715,0
G168.06+00.82,G168.06+0.82,168.06255332305665,0.821792774472923,0.187,0.022,5.54522592096328,-5.762183966510179,5.449675638418961,0
G170.65-00.24,IRAS05168+3634,170.65992509395934,-0.24715863540958827,0.532,0.075,11.27512378425707,-11.514293749876572,-6.212003070018767,0
G173.48+02.44,G173.48+2.44,173.48170012167827,2.4461502394068226,0.594,0.014,8.785485005108612,-5.280376135633759,2.107822867873111,0
G174.20-00.07,AFGL5142,174.20078576569145,-0.0705774365495289,0.467,0.02,-1.4240368078088326,11.258641530635344,9.535019253138893,0
G176.51+00.20,G176.52+0.20,176.51553308044686,0.20080473039159558,1.038,0.021,15.331492806077645,-15.352913747612604,0.7845936795229456,0
G183.72-03.66,G183.72-3.66,183.72001748339744,-3.664334779789013,0.629,0.012,-0.606346258752597,2.334380790695576,4.30655042103412,0
G188.94+00.88,S252,188.94613651904677,0.8859910867416382,0.476,0.006,0.07050079352107994,-4.1598336073125495,-3.7690279365742025,0
G192.16-03.81,G192.16-3.84,192.16092268505201,-3.8166167234548865,0.66,0.04,3.051583110261962,-4.287706844292387,4.762136277404398,0
G192.60-00.04,S255,192.60026439965375,-0.0480346259467824,0.601,0.039,0.27019759075252525,6.7533570522125785,5.174445672484861,0
G196.45-01.67,S269,196.45392144831814,-1.6772835839025606,0.242,0.011,4.483313618389764,-5.409369077532688,3.71413689936975,0
G209.00-19.38,Orion,209.00710381792572,-19.385407367876443,2.421,0.019,-0.4967684753095039,-3.393537147548841,5.311848949680055,0
G211.59+01.05,G211.60+1.06,211.59287992686757,1.0558432850287698,0.239,0.01,-4.649883689870154,-3.9791884079730835,-4.271127070667717,0
G213.70-12.59,G213.70-12.6,213.7048951069795,-12.596933374924088,1.148,0.03,-6.00335113063231,5.258606026779432,0.9310999260975041,0
G217.79+01.05,V838Mon,217.79735918637314,1.0521676307724253,0.163,0.016,13.681212321432941,-9.690630731669188,-3.5840848032265935,0
G229.57+00.15,G229.57+0.15,229.5710310736511,0.1511496337363216,0.218,0.012,13.78037127927766,-8.772143237977673,-9.327763934869605,0
G232.62+00.99,G232.62+1.00,232.62047648552957,0.9956623329523018,0.596,0.035,1.9795202467734627,-2.948234169936228,1.6544612796162737,0
G236.81+01.98,G236.81+1.98,236.8158559066961,1.9834377864193748,0.326,0.026,-7.559537297971502,0.21038783000261674,-1.7992164734336207,0
G239.35-05.06,VYCMa,239.3525543239775,-5.065400957531599,0.855,0.057,-0.27134742840730697,-9.714594222459652,-2.3731252402563268,0
G240.31+00.07,G240.31+0.07,240.31556192003987,0.07129338852107177,0.187,0.014,-7.266944015565509,0.9293405862206896,6.789854470280494,0
G305.20+00.01,G305.20+0.20,305.20013220042534,0.11794341636129109,0.25,0.05,-4.512940198887383,-4.820881795992136,8.261282404891066,0
G339.88-01.25,G339.88-1.25,339.8839744426684,-1.2588444151556561,0.48,0.08,-6.155237694306799,2.1504850836918763,9.197833735193683,0
G348.70-01.04,G348.70-1.04,348.7036894831859,-1.043576662219392,0.296,0.026,14.34434337127116,-24.81612422948004,-7.971977302468844,0
G351.44+00.65,G351.45+0.66,351.4449426111547,0.6596624023223397,0.752,0.069,0.4519405553773091,1.7953670801574901,-1.5256549817872784,0
G359.61-00.24,G359.61-0.24,359.6146910246702,-0.24315899246129866,0.375,0.021,22.200759286603084,2.007990935686962,-12.66995540035111,0
