gname,alias,ra,dec,glong,glat,plx,e_plx,mux,e_mux,muy,e_muy,vlsr,e_vlsr,Upec,Vpec,Wpec,is_tooclose,is_outlier
G035.02+00.34,G035.02+0.34,283.50273999999996,2.0220047222222224,35.02473625223476,0.3496880117017388,0.43,0.04,-0.92,0.9,-3.61,0.9,52.0,5.0,12.661975471799579,4.959471554924534,-0.674207642961397,0,0
G035.19-00.74,G035.20-0.74,284.5543820833333,1.676576111111111,35.19702269335042,-0.7432143222481172,0.456,0.045,-0.18,0.5,-3.63,0.5,30.0,7.0,-3.2052304977620802,-7.239820910836357,-7.341623481418704,0,0
G035.20-01.73,G035.20-1.73,285.4397583333333,1.2257472222222223,35.20026749469471,-1.7365020254432326,0.412,0.014,-0.68,0.44,-3.6,0.44,43.0,5.0,3.295784299162884,-2.0558162125475974,-4.634398628679012,0,0
G035.79-00.17,G035.79-0.17,284.3203770833333,2.4661130555555557,35.79270976116863,-0.17467486124400444,0.113,0.013,-2.96,0.12,-6.23,0.14,61.0,5.0,4.540515149698824,-18.823963241883177,-0.7633147217929146,0,0
G037.42+01.51,G037.43+1.52,283.55978374999995,4.6943463888888886,37.42959860980132,1.5171744279328931,0.532,0.021,-0.45,0.35,-3.69,0.39,41.0,3.0,7.925729937892453,3.8807504857807373,-2.6570033210073465,0,0
G038.11-00.22,G038.11-0.22,285.43396375,4.510388888888889,38.11898310051321,-0.2288543184845349,0.242,0.035,-2.79,0.27,-5.25,0.31,76.0,5.0,27.8213230098802,-5.344495688897723,9.271080704021058,0,0
G040.28-00.21,G040.28-0.21,286.4217275,6.4368605555555565,40.2818472660697,-0.2194082499129248,0.297,0.019,-1.8,0.31,-3.82,0.33,74.0,5.0,7.0294158604583785,14.81347768897291,5.382859298907746,0,0
G040.42+00.70,G040.42+0.70,285.66508000000005,6.985847777777779,40.42504894497153,0.7001418836757184,0.078,0.013,-2.95,0.09,-5.48,0.1,10.0,5.0,-2.15412393009864,2.090047451962363,14.399244140230167,0,1
G041.15-00.20,G041.15-0.20,286.80986499999995,7.221673611111111,41.15598508592042,-0.20088804170370891,0.125,0.018,-2.79,0.14,-5.85,0.16,60.0,3.0,-4.009266167020315,-15.67479222933477,0.03494760488272419,0,0
G041.22-00.19,G041.22-0.19,286.83907166666665,7.2855875,41.226062958855465,-0.1972047771246814,0.113,0.022,-2.82,0.13,-5.89,0.16,59.0,5.0,-6.502114694814488,-11.23757640964942,-0.24210189684791317,0,0
G042.03+00.19,G042.03+0.19,286.8674308333333,8.181509166666668,42.034420659047015,0.19012662417462636,0.071,0.012,-2.4,0.09,-5.64,0.11,12.0,5.0,-8.18324213167663,33.3601822774921,-21.503066120363894,0,1
G043.03-00.45,G043.03-0.45,287.91242458333335,8.775184722222223,43.03800702376548,-0.45294778054078455,0.13,0.019,-3.03,0.15,-6.56,0.2,56.0,5.0,23.895546033254174,-9.146243736084216,-4.519676013883323,0,0
G043.16+00.01,W49N,287.55587499999996,9.103555555555557,43.16640518860843,0.011163502230476451,0.09,0.007,-2.88,0.2,-5.41,0.2,10.0,5.0,-4.731435348723644,-14.739972155368207,10.912681104593709,0,0
G043.79-00.12,OH43.8-0.1,287.974945,9.597312500000003,43.79539199884004,-0.1272371060397677,0.166,0.01,-3.02,0.36,-6.2,0.36,44.0,10.0,21.22149291924965,-31.07004183230626,2.502749965509599,0,0
G043.89-00.78,G043.89-0.78,288.60996083333333,9.376824444444445,43.890437146644295,-0.7844063956407018,0.134,0.013,-3.11,0.15,-5.35,0.21,52.0,3.0,-10.099296307863812,-19.25789421380361,16.893097376762853,0,0
G045.07+00.13,G045.07+0.13,288.34184458333334,10.848148888888892,45.07115896295704,0.13234463759873824,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,9.535354322304217,1.4746185349291636,8.435026604617903,0,0
G045.45+00.06,G045.45+0.05,288.5886075,11.154408888888891,45.45486514647116,0.05996026424078869,0.119,0.017,-2.34,0.38,-6.0,0.54,55.0,7.0,-9.245105841527852,-3.433872288578982,-19.38548067226145,0,0
G045.49+00.12,G045.49+0.12,288.54731375000006,11.218436111111114,45.49274981854154,0.12557457025306218,0.144,0.024,-2.62,0.17,-5.61,0.16,58.0,3.0,-5.754818379613717,-11.58510647037977,-0.8184824289295332,0,0
G045.80-00.35,G045.80-0.35,289.12949791666665,11.269995833333335,45.804085794663436,-0.3558613706076123,0.137,0.023,-2.52,0.17,-6.08,0.27,64.0,5.0,1.8248987835611323,-1.2094030474164867,-12.159575876609313,0,0
G046.25-01.47,G046.26-1.48,290.35473333333334,11.144775,46.256067740991504,-1.4765490403291515,0.121,0.015,-3.04,0.22,-5.84,0.28,28.0,10.0,7.550621196867196,-23.479806493810514,5.40467807640343,0,0
G048.60+00.02,G048.61+0.01,290.1298999999999,13.923669444444442,48.60614182320978,0.023040405947408762,0.093,0.005,-2.89,0.13,-5.5,0.13,18.0,5.0,-5.286632241465555,12.504438502113487,6.348720435229996,0,1
G048.99-00.29,G048.99-0.30,290.60889499999996,14.110870277777778,48.990016161571475,-0.29892431112746737,0.178,0.017,-2.2,0.48,-5.84,0.63,67.0,10.0,1.4119751054114467,4.903358873345013,-13.514629802614039,0,0
G049.04-01.07,G049.04-1.07,291.34270999999995,13.788756944444444,49.042950897434245,-1.0787598378571701,0.164,0.022,-3.23,0.23,-6.42,0.43,38.0,5.0,27.89325078379511,-20.80348120882948,2.0310485209246103,0,0
G049.19-00.33,G049.19-0.34,290.7407104166667,14.269439722222224,49.190121363031665,-0.3367997694748615,0.197,0.008,-3.08,0.4,-5.5,0.4,67.0,5.0,8.606878164495077,5.292459654568887,10.599547741282384,0,0
G049.26+00.31,G049.26+0.31,290.18690458333333,14.640795555555556,49.26516263412598,0.31116841234938347,0.113,0.016,-2.73,0.15,-5.85,0.19,0.0,5.0,14.324142946244242,-32.55413141288366,-5.791075663984932,0,1
G049.34+00.41,G049.34+0.41,290.1351966666667,14.762608333333334,49.349203730217596,0.41254508958508773,0.241,0.031,-2.36,0.26,-5.59,0.33,68.0,5.0,13.241795133500794,9.197150714591515,-1.9288377592941348,0,0
G049.48-00.38,W51M,290.9327916666666,14.508194444444445,49.48845380190986,-0.3880043314490998,0.185,0.01,-2.64,0.2,-5.11,0.2,58.0,4.0,-8.57598131308193,-2.915308651351438,5.481111808534267,0,0
G049.59-00.24,G049.59-0.24,290.86086166666666,14.671376388888888,49.599361013324554,-0.24953430172254354,0.218,0.009,-2.25,0.24,-6.12,0.25,63.0,5.0,15.575283072464256,2.0992954840612015,-11.855721751579946,0,0
G052.10+01.04,G052.10+1.04,290.90550499999995,17.4862325,52.10051753542083,1.0427643128815773,0.165,0.013,-2.77,1.4,-5.85,1.4,42.0,40.0,6.01942901881102,-9.104878575426397,-0.7020195531119011,0,0
G054.10-00.08,G054.10-0.08,292.9533241666666,18.71586,54.10986843471903,-0.08126041992041073,0.231,0.031,-3.13,0.58,-5.57,0.61,40.0,5.0,11.239190070957413,-9.764769622178648,9.16839332590884,0,0
G055.37+00.18,IRAS19312,293.35101249999997,19.948791666666665,55.370723747861334,0.18554369847933413,0.263,0.05,-2.61,1.0,-6.73,1.0,36.0,7.0,25.253563888620366,-11.911749079146801,-8.316430402986768,0,0
G056.09+02.09,K3-35,291.93342916666666,21.500955555555556,56.09606157555446,2.093703472898855,0.26,0.04,-3.34,0.1,-5.93,0.07,26.0,5.0,17.847010391378042,-19.976972865507662,10.314860732887087,0,1
G058.77+00.64,G058.77+0.64,294.7046954166666,23.144501388888887,58.77478284080131,0.6441243423890506,0.299,0.04,-2.7,0.34,-6.1,0.38,33.0,3.0,15.815921254514638,-6.149687196060029,-1.6463308411465931,0,0
G059.47-00.18,G059.47-0.18,295.8681266666666,23.345145000000002,59.47786832029194,-0.18574369789614978,0.535,0.024,-1.83,1.22,-6.6,1.21,26.0,3.0,14.969387232538008,-4.831000865414268,-6.9467071217691565,0,0
G059.78+00.06,G059.78+0.06,295.79686,23.734241666666673,59.78279539322432,0.06462548893528905,0.463,0.02,-1.5,0.53,-5.12,0.51,23.0,5.0,-0.11273952522552953,-5.523897436221262,-4.625509736004821,0,0
G059.83+00.67,G059.83+0.67,295.2470575,24.078938055555557,59.83284558256524,0.6720377042899001,0.242,0.014,-2.91,0.26,-6.12,0.26,34.0,3.0,16.51186418780088,-3.0971278722502404,-1.4091702389318552,0,0
G060.57-00.18,G060.57-0.18,296.46872874999997,24.29534361111111,60.575485462035,-0.1866045916230899,0.121,0.015,-3.26,0.15,-5.66,0.15,4.0,5.0,17.238369805595553,9.716763241292654,7.267080391969264,0,0
G069.54-00.97,ON1,302.53779166666664,31.526652777777777,69.54015475880628,-0.9755753368750333,0.406,0.013,-3.19,0.4,-5.22,0.4,12.0,5.0,6.8335118877116265,-7.848337420384979,6.151327862045439,0,0
G070.18+01.74,G070.18+1.74,300.22703083333334,33.52450666666666,70.18112987671326,1.7402339351279177,0.156,0.016,-2.82,0.16,-5.17,0.19,-23.0,5.0,10.836616641709988,-16.50040893070721,-3.008234812157335,0,0
G071.31+00.82,IRAS20056+3350,301.8802470833333,33.994858611111106,71.31267658176284,0.8288975030782504,0.213,0.028,-2.62,0.7,-5.65,0.6,9.0,5.0,6.559368627861973,0.6138568933836268,-10.347941980047857,0,0
G071.52-00.38,G071.52-0.38,303.24122624999995,33.50752305555555,71.52200000846027,-0.3852512949367999,0.277,0.026,-2.48,0.29,-4.97,0.3,11.0,3.0,-4.053704533499331,-4.846732878402207,-3.1806468858399715,0,0
G074.03-01.71,G074.04-1.71,306.2796054166667,34.83266472222223,74.03418534001557,-1.7140695758068842,0.629,0.017,-3.79,1.3,-4.88,1.5,5.0,5.0,8.004762625032816,-8.540986583885086,10.586165041020415,0,0
G075.29+01.32,G075.30+1.32,304.0667166666666,37.59605833333334,75.29661759400169,1.3238331091670008,0.108,0.01,-2.37,0.11,-4.48,0.17,-58.0,5.0,12.223363513366307,1.8130706291812544,-16.719705441042237,0,0
G075.76+00.33,G075.76+0.34,305.4211916666667,37.4248,75.76094109745675,0.3398843021248017,0.285,0.022,-3.08,0.6,-4.56,0.6,-9.0,9.0,0.23932257376844612,-17.319858983266386,6.820772494739028,0,0
G075.78+00.34,ON2N,305.4333833333333,37.44374444444444,75.78202617063077,0.34272075498874843,0.261,0.03,-2.79,0.55,-4.66,0.55,1.0,5.0,-3.6493269701672206,-6.342203450554365,1.549733887649598,0,0
G076.38-00.61,G076.38-0.62,306.85614666666663,37.38012777777778,76.38087891296179,-0.6177468789150884,0.77,0.053,-3.73,3.0,-3.84,3.0,-2.0,5.0,2.5219656346018775,-12.808590798051142,13.17141309246615,0,0
G078.88+00.70,AFGL2591,307.3534291666667,40.18877500000001,78.88664662758207,0.7089349067223036,0.3,0.024,-1.2,0.72,-4.8,0.66,-6.0,7.0,-12.76275318569042,-12.421899292854704,-20.970610984788728,0,0
G079.73+00.99,IRAS20290+4052,307.71113749999995,41.04098333333333,79.73570334687959,0.9904481658389029,0.737,0.062,-2.84,0.79,-4.14,1.06,-3.0,5.0,1.7137134044328401,-11.69555097805673,6.819751361775488,0,0
G079.87+01.17,G079.88+1.18,307.6214333333333,41.26489999999999,79.8768617101513,1.1769480518565139,0.62,0.027,-3.23,1.3,-5.19,1.3,-5.0,10.0,8.871136011350226,-13.322422231033556,4.251534403961104,0,0
G080.79-01.92,NMLCyg,311.60641666666663,40.1165,80.798358751203,-1.920998401854138,0.62,0.047,-1.55,0.57,-4.59,0.57,-3.0,3.0,-2.5221060754196083,-10.910386194094372,-3.7764004847808614,0,0
G080.86+00.38,DR20,309.25399999999996,41.58213888888889,80.86148060638196,0.38329864890127646,0.687,0.038,-3.29,0.73,-4.83,0.77,-3.0,5.0,7.246403371428369,-10.652130863951129,5.952487958356176,0,0
G081.75+00.59,DR21A,309.7583041666666,42.416469444444445,81.75231069833808,0.5907472014271133,0.666,0.035,-2.84,0.45,-3.8,0.47,-3.0,3.0,-0.19816059860266028,-10.117138110767428,7.489576629155767,0,0
G081.87+00.78,W75N,309.651775,42.62633333333334,81.87126092276698,0.7806425959270948,0.772,0.042,-1.97,0.5,-4.16,0.51,7.0,3.0,-0.6535148810461134,-0.15254747225864662,2.102626796159152,0,0
G090.21+02.32,G090.21+2.32,315.5945875,50.05230805555555,90.21041884652509,2.3243263294043786,1.483,0.038,-0.67,1.56,-0.9,1.67,-3.0,5.0,-4.333878626991973,-7.538872326563165,7.060487207705349,0,0
G090.92+01.48,G090.92+1.48,317.30403541666664,50.01768444444445,90.92149156847277,1.4866391508876282,0.171,0.031,-2.96,0.2,-2.61,0.28,-70.0,5.0,4.625549390261477,-34.19298891720706,16.306399105534908,0,1
G092.67+03.07,G092.69+3.08,317.34054999999995,52.376966666666675,92.67110261250686,3.0711369069780137,0.613,0.02,-0.69,1.42,-2.25,1.42,-5.0,10.0,-16.570077778504434,-6.949471855657293,-0.8334298726097131,0,0
G094.60-01.79,AFGL2789,324.99279208333326,50.23916499999999,94.60251907932413,-1.7961221860465217,0.221,0.013,-3.49,0.23,-2.65,0.23,-43.0,3.0,3.6615370311660387,-8.640182709833994,16.54367830351925,0,0
G095.29-00.93,G095.29-0.93,324.9187870833333,51.34244666666667,95.29640928036791,-0.9369260916592836,0.206,0.015,-2.74,0.3,-2.85,0.37,-38.0,5.0,-7.16017847280217,-4.954662911026844,1.4378633426290346,0,0
G097.53+03.18,G097.53+3.18,323.05180958333335,55.89713583333333,97.53059757689884,3.1837137655061762,0.133,0.017,-2.94,0.29,-2.48,0.29,-73.0,5.0,10.084968524451538,4.225845246130518,9.580980675038754,0,0
G100.37-03.57,G100.37-3.57,334.04318791666657,52.359475833333335,100.37795140467924,-3.5784380506319797,0.289,0.016,-3.66,0.6,-3.02,0.6,-37.0,10.0,13.138107328357211,-2.5388087703076962,3.7072692126092024,0,0
G105.41+09.87,G105.42+9.88,325.7770041666666,66.11537222222222,105.4153407995665,9.87819014043937,1.129,0.063,-0.21,1.2,-5.49,1.2,-10.0,5.0,8.237617033941634,-2.138721016091722,-12.227910953348736,0,0
G107.29+05.63,IRAS22198+6336,335.36136666666664,63.86053333333333,107.29814849705511,5.639738909923124,1.288,0.107,-2.47,1.4,0.26,1.4,-11.0,5.0,4.924214749427271,-8.34379469724243,11.467257041062307,0,0
G108.18+05.51,G108.18+5.51,337.2142154166666,64.22811138888889,108.18440412713686,5.5187141741030175,1.092,0.018,0.26,1.15,-2.26,1.2,-11.0,3.0,-1.6326098985800748,-7.5923208129378565,-3.0217090397998145,0,0
G108.20+00.58,G108.20+0.58,342.38115624999995,59.928335,108.20757925425059,0.5885686601049679,0.227,0.037,-2.25,0.5,-1.0,0.5,-49.0,10.0,-9.378203706100795,-14.395717903244986,9.908052304327441,0,0
G108.42+00.89,IRAS22480+6002,342.49531666666667,60.299069444444434,108.4254619510017,0.8938797786704659,0.4,0.05,-2.58,0.6,-1.91,0.5,-51.0,5.0,13.122139149376151,-25.35688902806345,0.8416313446417023,0,1
G108.47-02.81,G108.48-2.80,345.63366666666667,56.964277777777774,108.47140082934065,-2.81828263849846,0.309,0.01,-3.13,0.49,-2.79,0.46,-54.0,5.0,20.480287805824247,-11.951768061230723,-8.187594041968026,0,0
G109.87+02.11,G109.87+2.11,344.07523291666666,62.03043388888888,109.87114054361915,2.1142331144652298,1.228,0.024,-1.03,1.3,-2.62,1.33,-7.0,5.0,3.256590007440542,-1.8685026013860693,0.015844313035911384,0,0
G111.25-00.76,G111.25-0.77,349.04309166666667,59.924609999999994,111.2556473204034,-0.7697600325004578,0.28,0.015,-2.69,0.28,-1.75,0.33,-40.0,3.0,1.4961968917504154,-0.6080980946402974,-2.462380172127375,0,0
G115.05-00.04,PZCas,356.0136733333333,61.78949638888889,115.05817049311926,-0.04780508349368345,0.356,0.04,-3.7,0.78,-2.0,0.81,-36.0,5.0,16.79225739175246,6.837790299722997,-4.59774628167991,0,0
G121.29+00.65,L1287,9.197304166666665,63.48393333333334,121.29772769898064,0.6586746380665055,1.077,0.039,-0.86,1.19,-2.29,1.23,-23.0,5.0,10.044527354176491,-10.770757424420168,-2.0721977830640306,0,0
G122.01-07.08,IRAS00420+5530,11.243320833333334,55.77988888888889,122.01613080261146,-7.080364464508809,0.46,0.02,-3.7,0.5,-1.25,0.5,-50.0,5.0,30.385028991324468,-5.580119575021143,3.2676078850773935,0,0
G123.06-06.30,NGC281,13.10292,56.564035277777776,123.06687111330832,-6.307458387127732,0.355,0.03,-2.79,0.62,-2.14,0.7,-30.0,5.0,6.636228594119864,8.99172800970328,-16.07075292448475,0,0
G123.06-06.30,NGC281W,13.100816666666665,56.56199444444445,123.06571286094899,-6.309503596002619,0.421,0.022,-2.69,0.31,-1.77,0.29,-29.0,3.0,7.772479458112358,4.86437649553838,-7.8430352430244685,0,0
G133.94+01.06,W3OH,36.7659125,61.873675,133.94727176505737,1.0643603638741193,0.512,0.01,-1.2,0.32,-0.15,0.32,-47.0,3.0,20.956569862484802,-11.304565624375982,1.8434587181606945,0,1
G134.62-02.19,SPer,35.71546083333333,58.58651222222223,134.62067979354035,-2.1949947866937314,0.413,0.017,-0.49,0.5,-1.19,0.48,-39.0,5.0,3.504917786582837,-12.490719284381044,-4.98000132522913,0,0
G135.27+02.79,G135.27+2.79,40.869033333333334,62.95233,135.27736804841592,2.7977111744013468,0.167,0.011,-1.22,0.3,0.46,0.36,-72.0,3.0,15.221815798245505,8.680689438150779,1.757878627083179,0,0
G160.14+03.15,G160.14+3.16,75.41768208333333,47.12195166666667,160.14595613846592,3.156587279744636,0.244,0.006,0.87,0.35,-1.32,0.29,-18.0,5.0,-11.189980139365392,-16.051025167055144,5.033170333522385,0,0
G168.06+00.82,G168.06+0.82,79.30726499999999,39.37219861111111,168.06255332305665,0.821792774472923,0.187,0.022,0.44,0.29,-0.78,0.35,-25.0,5.0,6.049688115781788,-5.165562071480025,5.577142452786855,0,0
G170.65-00.24,IRAS05168+3634,80.09195833333332,36.63239722222223,170.65992509395934,-0.24715863540958827,0.532,0.075,0.23,1.2,-3.14,0.6,-19.0,5.0,11.742542832966755,-10.632868618550503,-5.618349473665116,0,0
G173.48+02.44,G173.48+2.44,84.80444083333333,35.76424472222222,173.48170012167827,2.4461502394068226,0.594,0.014,0.62,0.63,-2.34,0.63,-13.0,5.0,8.940332772828311,-5.132320761963314,2.179866699874734,0,0
G174.20-00.07,AFGL5142,82.70007208333334,33.79849111111111,174.20078576569145,-0.0705774365495289,0.467,0.02,0.32,0.56,-0.22,0.68,-2.0,10.0,-1.2599985112891217,11.398873617077953,9.594101663406338,0,0
G176.51+00.20,G176.52+0.20,84.46723041666665,32.00109111111111,176.51553308044686,0.20080473039159558,1.038,0.021,1.84,1.0,-5.86,1.0,-17.0,5.0,15.485576657160742,-15.220663467912146,0.8568088416639696,0,0
G183.72-03.66,G183.72-3.66,85.10094833333333,23.848535555555554,183.72001748339744,-3.664334779789013,0.629,0.012,0.38,1.3,-1.32,1.3,3.0,5.0,-0.4524512963607405,2.464430595009617,4.3734321641663865,0,0
G188.94+00.88,S252,92.22226708333332,21.64141638888889,188.94613651904677,0.8859910867416382,0.476,0.006,-0.32,0.49,-1.94,0.49,8.0,5.0,0.2290834385552206,-4.025155353634858,-3.6999614358992954,0,0
G192.16-03.81,G192.16-3.84,89.556375,16.533027777777775,192.16092268505201,-3.8166167234548865,0.66,0.04,0.7,0.78,-1.8,0.86,5.0,5.0,3.1474655805515925,-4.090335498932063,4.842199945139406,0,0
G192.60-00.04,S255,93.22504166666667,17.98977777777778,192.60026439965375,-0.0480346259467824,0.601,0.039,-0.18,0.6,-0.43,0.6,7.0,5.0,0.36693851652960324,6.868875912756124,5.262697613647874,0,0
G196.45-01.67,S269,93.65441666666668,13.826805555555556,196.45392144831814,-1.6772835839025606,0.242,0.011,0.2,0.27,-0.73,0.27,19.0,5.0,4.58838431715197,-5.229660679741386,3.793279860891568,0,0
G209.00-19.38,Orion,83.81583333333333,-5.387250000000001,209.00710381792572,-19.385407367876443,2.421,0.019,3.13,3.06,-1.1,3.71,3.0,5.0,-0.3388106416087174,-3.3055139865724925,5.37632799129096,0,0
G211.59+01.05,G211.60+1.06,103.18883749999999,1.6730755555555554,211.59287992686757,1.0558432850287698,0.239,0.01,-0.79,0.62,0.05,0.66,45.0,5.0,-4.542880775329565,-3.902211581586158,-4.1594251632348715,0,0
G213.70-12.59,G213.70-12.6,91.94940999999999,-6.382384999999999,213.7048951069795,-12.596933374924088,1.148,0.03,-1.3,1.2,2.2,1.2,11.0,3.0,-5.846315152565044,5.338897836776539,0.9963612726293043,0,0
G217.79+01.05,V838Mon,106.02009041666666,-3.8473988888888893,217.79735918637314,1.0521676307724253,0.163,0.016,-0.54,0.23,0.08,0.17,49.0,5.0,13.279185380563858,-9.812090975706894,-3.2796494802742053,0,0
G229.57+00.15,G229.57+0.15,110.7573825,-14.692871944444445,229.5710310736511,0.1511496337363216,0.218,0.012,-1.33,0.7,0.77,0.7,47.0,10.0,13.811423509260912,-8.837226015324632,-9.157524950646664,0,0
G232.62+00.99,G232.62+1.00,113.04074999999997,-16.97022222222222,232.62047648552957,0.9956623329523018,0.596,0.035,-2.17,0.38,2.09,0.6,21.0,3.0,2.074977454865132,-2.9818370960566654,1.7673440070836905,0,0
G236.81+01.98,G236.81+1.98,116.11765291666666,-20.141835000000004,236.8158559066961,1.9834377864193748,0.326,0.026,-2.49,0.43,2.67,0.41,43.0,5.0,-7.503804395617555,-0.24332059651410987,-1.5862624633220914,0,0
G239.35-05.06,VYCMa,110.74302499999999,-25.767516666666662,239.3525543239775,-5.065400957531599,0.855,0.057,-2.8,0.58,2.6,0.58,20.0,3.0,-0.1641981701435647,-9.753354789703508,-2.2470032729921154,0,0
G240.31+00.07,G240.31+0.07,116.21653166666667,-24.128158888888887,240.31556192003987,0.07129338852107177,0.187,0.014,-1.55,0.5,2.57,0.3,68.0,5.0,-7.224568440033834,0.24622310431530536,6.8695273156144,0,0
G305.20+00.01,G305.20+0.20,197.80416666666662,-62.66666666666667,305.20013220042534,0.11794341636129109,0.25,0.05,-6.9,0.33,-0.52,0.33,-43.0,5.0,-4.799981980132805,-3.9707975795001005,8.307043822058095,0,0
G339.88-01.25,G339.88-1.25,253.01948999999996,-46.14289,339.8839744426684,-1.2588444151556561,0.48,0.08,-1.6,0.52,-1.9,0.52,-34.0,3.0,-7.205197341464225,3.037856166223463,9.247741079891247,0,0
G348.70-01.04,G348.70-1.04,260.0168166666666,-38.975255555555556,348.7036894831859,-1.043576662219392,0.296,0.026,-0.73,0.31,-2.83,0.59,-9.0,5.0,14.050683251222122,-24.650320867159763,-7.661202357119505,0,0
G351.44+00.65,G351.45+0.66,260.2275041666667,-35.75239444444444,351.4449426111547,0.6596624023223397,0.752,0.069,0.31,0.58,-2.17,0.9,-8.0,3.0,0.5053486455869602,1.9636189952987309,-1.3078654663515685,0,0
G359.61-00.24,G359.61-0.24,266.41279041666667,-29.391740277777778,359.6146910246702,-0.24315899246129866,0.375,0.021,1.0,0.4,-1.5,0.5,21.0,5.0,22.349267935425782,1.908150204653566,-12.476620081718742,0,0
