glong,glat,plx_mean,plx_med,plx_sd,plx_hdi_minus1sigma,plx_hdi_plus1sigma,Upec,Vpec
9.214501562373684,-0.20178401986576255,0.24294053,0.23706093,0.033026144,0.20412129,0.26008865,10.217053757246894,-2.2249365575256093
10.322582065798148,-0.15976309095023986,0.36906233,0.36857173,0.03133368,0.33684856,0.39958337,-5.300673457149288,-23.156597138322297
16.863852816256305,-2.158718684011113,0.52175534,0.5185392,0.06298205,0.45208758,0.5775803,-2.0503889287670316,-8.40655077813716
17.02111143842585,-2.4026814379453247,0.5594713,0.5545747,0.080930926,0.4680329,0.62967306,4.9618343357262615,-8.605893276909569
19.00861898230549,-0.02927879524970525,0.23213166,0.22913247,0.022742365,0.20598044,0.24715155,17.22474589268335,-36.21495073138777
19.364794581204375,-0.030218659385238107,0.41918212,0.4164933,0.04495585,0.36801377,0.45752275,2.429086142321721,-14.167512132442312
19.495878629696847,0.11540813737933626,0.12183253,0.12142205,0.00569274,0.115250334,0.12638673,80.9703888926556,18.26221840155833
22.35649810059656,0.06636008021647362,0.19619924,0.1953269,0.011675261,0.18313979,0.20572762,9.026288183484516,-16.034557443104347
25.70947641263878,0.04382484083429205,0.118748546,0.11836389,0.00676256,0.11149493,0.124918014,-2.143312093167464,-17.964253126993015
29.86235404758307,-0.04430388038070352,0.1608195,0.16066352,0.009668841,0.15087481,0.17016143,12.162666058291604,-7.393388997820296
30.788120700992007,0.2035512648483566,0.2090018,0.20842597,0.010807098,0.19692531,0.2182449,-1.155358997054474,-4.007055949538994
32.79690274874211,0.19085880269231165,0.08265803,0.082502075,0.0036144073,0.07876008,0.085861586,11.932740088429956,-6.464948471180151
33.39324682286976,0.009930293754734967,0.15792805,0.15769584,0.007034881,0.15042627,0.16436858,2.129026197503282,0.5320123359586546
36.11515249562877,0.552417516017583,0.25854817,0.25707597,0.020484105,0.23528896,0.27524704,0.006684731412990972,6.414315135072826
38.03751439318483,-0.30030798376774476,0.11046367,0.11015509,0.004661503,0.10524174,0.114320785,2.5356787773007183,-7.7104020605971755
40.62252629485976,-0.1383352018401078,0.09504698,0.09492558,0.003240986,0.091478236,0.09789002,-13.86493298883005,-16.497199215802937
49.41561779563076,0.32574685738368936,0.0917848,0.09166783,0.0037940703,0.08771403,0.09522054,-13.471507906252812,-30.096513799463622
49.48941604341323,-0.368967603608512,0.21114579,0.20903873,0.027787887,0.18072249,0.2348725,4.494218315976296,-6.073336075882764
73.65270776749108,0.19422771072774792,0.095524445,0.095272005,0.005808418,0.08940162,0.10085693,17.627054724506873,-3.256679395411311
74.5695888585289,0.8457682350457756,0.33862883,0.3322444,0.07947292,0.2424601,0.4051059,-3.3977600388177662,-15.610250062928941
98.03586484832445,1.4459922020451168,0.1733375,0.17155242,0.019166425,0.15167634,0.18802328,-13.984743862005566,-26.215098406266918
110.19609843675002,2.4761750374699742,0.21169741,0.20900041,0.027833853,0.1800431,0.2327657,-6.710114112142941,-24.990272506662848
111.23496496800085,-1.2381963239292646,0.30824172,0.30395877,0.0531544,0.24941932,0.35368434,32.82968877820155,1.4263313558980144
136.84514450512646,1.1674146306121307,0.42295372,0.41719908,0.08054061,0.33099627,0.49029127,4.239717829486176,-19.910595171616308
182.67801276550367,-3.265397302996912,0.14579333,0.14506799,0.03845192,0.106581435,0.18375807,11.335013845742806,-1.378988102909858
188.79369548865986,1.0306622558850218,0.6177026,0.6158937,0.07955692,0.53418887,0.6932869,12.186011098895499,-15.38284758191108
0.3152592880390072,-0.20083724333908243,0.34292614,0.3427338,0.040828496,0.30110034,0.38272086,17.23507043223821,-7.895852270620367
5.884193454612775,-0.3923617226509042,0.3402468,0.34019366,0.019558333,0.32014525,0.35917607,-2.5944745406980685,-14.727382038930898
6.795315908924413,-0.2572553029452956,0.2889517,0.28867635,0.019414138,0.26858357,0.3075915,3.0068499905881354,-3.8802527126756843
8.344133233567698,-1.001949271180782,0.6451777,0.64519763,0.039207794,0.6053786,0.6835381,-2.3724512524565604,-10.5628716482355
11.109056798808037,-0.1141616285891001,0.36012253,0.35996625,0.026043413,0.33326933,0.38556528,8.367403443019105,-8.61439536707698
11.497391078678321,-1.4853403015859088,0.7984359,0.79826987,0.03294452,0.76598006,0.8318646,-0.9394485404823216,8.250878382012587
11.917706166890026,-0.6131241747829906,0.30301985,0.30035707,0.034245525,0.264288,0.33193266,3.3879153481717266,7.052033732463201
12.813647319205213,-0.197000256792044,0.339117,0.33810556,0.030996922,0.30598703,0.36812916,1.3068396079320095,11.895506468190746
12.888828423096749,0.4891010634666449,0.39228156,0.39158455,0.042235274,0.3495178,0.4344563,13.643058164474168,-6.208375380747668
12.900918412281614,-0.2414988120833986,0.40201038,0.40195483,0.024729017,0.37651712,0.42582354,15.75051248026559,-7.60697379521838
12.908573475865381,-0.260515343411919,0.37993,0.37966162,0.031588785,0.34821722,0.41146192,15.32364299540934,-8.068256752060961
13.712772905190688,-0.08357249590896319,0.26463833,0.26447123,0.012539899,0.25194484,0.2770123,4.882122520011243,-6.91955214360442
13.873851346076345,0.28123456627745236,0.25424004,0.25373194,0.021045651,0.23226982,0.27445856,7.646552065625167,-9.521217948155083
14.331809220605823,-0.6449915014717299,0.85982484,0.85979235,0.10060363,0.75772506,0.9591526,10.649035426887199,1.4922862099454335
14.636659788569817,-0.5759736776586776,0.54624045,0.5461987,0.021733548,0.52450925,0.56792074,2.118991977486972,-4.449846863373153
15.034454144972516,-0.6771653895354851,0.49927008,0.4991712,0.025065033,0.4729789,0.52327067,0.2999652397577342,2.5240654204224597
16.585151904401133,-0.05056506486036847,0.2525222,0.25155586,0.018205002,0.23268045,0.2687978,14.809299732318244,-10.209401316554846
17.55098166476619,-0.12621787857867428,0.48455328,0.48449257,0.038307074,0.44612607,0.5228541,19.683743120553775,3.512959690766195
17.638322059105924,0.15648197284194454,0.66801256,0.6680155,0.018991059,0.6499847,0.6878389,7.31203498558432,1.9835523632368393
18.34134321996305,1.7681359375571692,0.4981508,0.49811947,0.018709237,0.47976705,0.5170197,5.083752215609554,-3.2310125623656063
18.873712001325543,0.05329127411267487,0.3369718,0.33506128,0.028676504,0.30494517,0.36135414,-0.06561680467645467,-1.5171030055929577
23.009732531257157,-0.4106074690445545,0.19936444,0.19901869,0.009648187,0.18913618,0.20830321,12.473710873828255,-18.95269315188733
23.206426993566257,-0.37766312675142266,0.21877198,0.21729252,0.0191242,0.19753242,0.23460591,11.414599195421403,-4.113304993652491
23.38904771260075,0.18538132690356354,0.20877312,0.2082442,0.010661938,0.19688284,0.21787342,9.715157340383143,-17.347053694846437
24.634014733998125,-0.3236682101479086,0.32104918,0.31956208,0.025368623,0.29322976,0.3434471,-3.3966313977399882,-7.255386738749991
28.30461376453355,-0.3875637898243574,0.21002896,0.20950095,0.01112576,0.19789839,0.21983632,6.617496810459038,-2.2677839472524965
28.39696032379618,0.0803015348553419,0.23695803,0.23664589,0.010782045,0.22600017,0.24758743,0.12316334994495086,-0.2802803359156769
28.832263978205695,-0.2527226235153818,0.19153284,0.19087544,0.010815723,0.17955758,0.20063192,7.003937624722131,-10.708989284511858
28.86189583762602,0.06568572107888841,0.15830003,0.15790989,0.012836841,0.14485605,0.1702468,29.621904632871356,-14.085672168304768
29.95535735860859,-0.01609362155956864,0.16461743,0.16429964,0.008219806,0.15582485,0.17199211,13.014004599822478,-8.64813161473512
30.702612637379612,-0.06826033982916073,0.17188677,0.17167008,0.008117855,0.16330692,0.17946006,4.020283434570885,-13.54360152873042
30.74870960107436,-0.048962552178467726,0.19852063,0.19799103,0.013590483,0.18446521,0.2111151,11.016510553950216,-7.679387847155908
30.972373449134494,-0.14170442807291,0.25254595,0.25185347,0.01569535,0.23597121,0.26705867,14.664688545553641,-3.449152375380777
31.242956031992385,-0.11083787919714606,0.076799765,0.07669253,0.0029375611,0.07366208,0.07947362,-15.479721202982486,-10.60705891655374
31.280793161088436,0.06163046197692942,0.17925893,0.17897558,0.0079159625,0.17111497,0.18678962,2.63304770465358,12.196033108613335
31.411680178447348,0.3069107392290935,0.22165957,0.22027779,0.026466457,0.19214745,0.24480408,40.70361627054851,-5.345623053231748
31.580940884016176,0.07833223058323738,0.18553092,0.18519115,0.01243132,0.17258905,0.19709153,-1.034082630457889,1.489589421339815
32.044751441002475,0.05901306308858758,0.18662937,0.18634155,0.008837871,0.17716432,0.19471712,7.532472904071029,1.3060906793374158
33.09233817699092,-0.07292822935478745,0.15669055,0.15651292,0.0067566116,0.14979516,0.16320196,-0.0384712483644758,-2.003329677239691
33.641353299674236,-0.22774335942656015,0.10258557,0.10238908,0.003734885,0.0985758,0.105930805,1.2904937224399446,-10.913999235397313
34.411347255476784,0.23484880798495683,0.33940476,0.33939564,0.01086311,0.32866362,0.35026392,8.000614319383942,2.406375541634162
34.79129841043613,-1.386534296931711,0.3837955,0.38366437,0.018640324,0.36511356,0.4024021,-6.3029301619411155,2.781363683538501
35.02473625223476,0.3496880117017388,0.4019623,0.40113586,0.035536233,0.36486238,0.43608776,9.231482392406734,1.28834338603545
35.19702269335042,-0.7432143222481172,0.4761645,0.47546452,0.03939041,0.43626478,0.5149464,-2.886126178476917,-8.423323043731102
35.20026749469471,-1.7365020254432326,0.41198575,0.41195655,0.0136829885,0.39846373,0.42573893,2.847913804744341,-3.850291634329949
35.79270976116863,-0.17467486124400444,0.10768719,0.10733465,0.0051644123,0.10199104,0.11205263,0.5665303377463186,-11.589805595954715
37.42959860980132,1.5171744279328931,0.5260165,0.5259992,0.02051433,0.50603616,0.54693127,7.113090299771363,1.8456043531905948
38.11898310051321,-0.2288543184845349,0.19564569,0.19502169,0.019571776,0.17457199,0.21306238,13.227288599844135,-12.36431662889845
40.2818472660697,-0.2194082499129248,0.28385726,0.28361267,0.016453534,0.26643884,0.29932132,3.3527477672011474,11.6957147819856
40.42504894497153,0.7001418836757184,0.084720224,0.08463476,0.0024231055,0.08210012,0.08691248,-0.6207924114075696,-7.219076180136057
41.15598508592042,-0.20088804170370891,0.12519608,0.12415041,0.008618618,0.114996195,0.13098451,-5.48025330904404,-14.870116342475683
41.226062958855465,-0.1972047771246814,0.123134024,0.12196877,0.009575959,0.11218542,0.13009536,-4.424387506681116,-13.83375591116581
42.034420659047015,0.19012662417462636,0.085899465,0.08579989,0.0026139347,0.083072305,0.08826435,-6.071972330855998,-6.504321613053037
43.03800702376548,-0.45294778054078455,0.12463354,0.12400536,0.0072037186,0.116277985,0.13008666,21.52002609768009,-2.3003197050751396
43.16640518860843,0.011163502230476451,0.08923064,0.089143775,0.0029720298,0.08602819,0.09194321,-3.521768659009504,-11.282507476205296
43.79539199884004,-0.1272371060397677,0.15898742,0.15900943,0.010558301,0.1482148,0.16940308,20.64585946166762,-31.143638797638687
43.890437146644295,-0.7844063956407018,0.12839943,0.12738883,0.008912046,0.11780155,0.13448025,-12.656976944892751,-18.067348874597457
45.07115896295704,0.13234463759873824,0.13111435,0.13095394,0.0055895234,0.12545441,0.13664289,10.893636029720115,-0.8727295194588294
45.45486514647116,0.05996026424078869,0.1319968,0.13094327,0.010698373,0.119972356,0.14051181,-4.953943166093657,-9.29050913380351
45.49274981854154,0.12557457025306218,0.15980881,0.15868129,0.016669411,0.13996279,0.17367263,-2.1382737026819414,-14.015084773934575
45.804085794663436,-0.3558613706076123,0.15487233,0.15388677,0.0137201585,0.13971497,0.16696446,6.366780866639359,-5.344955889727771
46.256067740991504,-1.4765490403291515,0.11311631,0.11230717,0.008500214,0.1032354,0.119480744,6.742635312815137,-13.528882082154155
48.60614182320978,0.023040405947408762,0.09942885,0.09936054,0.0030592654,0.09624288,0.102317885,-3.3939842919678114,-0.7522018635410461
48.990016161571475,-0.29892431112746737,0.18191662,0.18172729,0.01520091,0.16641638,0.19690661,2.022895463698729,3.180020609132896
49.042950897434245,-1.0787598378571701,0.13731645,0.13545392,0.012489108,0.1227157,0.14481708,26.715071917204533,-7.719697285996801
49.190121363031665,-0.3367997694748615,0.19612512,0.19609416,0.0076964134,0.188643,0.20395824,8.537503140086036,3.5691659113150536
49.26516263412598,0.31116841234938347,0.0994975,0.0993299,0.004014699,0.09517663,0.10309722,16.463843906636363,-5.604555372425978
49.349203730217596,0.41254508958508773,0.22144616,0.22063495,0.02209361,0.19756587,0.24148919,8.270182764211132,5.990806284642105
49.48845380190986,-0.3880043314490998,0.19008574,0.19001618,0.009250942,0.18068412,0.19919735,-7.039816933094139,-4.495642906095924
49.599361013324554,-0.24953430172254354,0.21575198,0.21573177,0.008772584,0.2067897,0.22430176,15.279269063879351,0.28957059518816664
52.10051753542083,1.0427643128815773,0.16490723,0.16492128,0.012912738,0.15195188,0.17771736,6.188605386988811,-10.385597125393588
54.10986843471903,-0.08126041992041073,0.22580229,0.225965,0.031071795,0.19497548,0.25827712,10.383261566903663,-11.707334280272903
55.370723747861334,0.18554369847933413,0.25740144,0.2575342,0.049622085,0.20509347,0.3075935,25.472132584961226,-14.018862560847055
58.77478284080131,0.6441243423890506,0.28652406,0.28630942,0.039008025,0.24674568,0.3255426,15.401981232089001,-8.436669702065643
59.47786832029194,-0.18574369789614978,0.533485,0.53349966,0.023896756,0.5093511,0.55713314,14.60474752373165,-6.7570964172794845
59.78279539322432,0.06462548893528905,0.46417582,0.4641613,0.019685335,0.4434759,0.48288077,-0.440668014938543,-7.37246361538655
59.83284558256524,0.6720377042899001,0.23995985,0.23994987,0.013845342,0.22621712,0.2539157,16.5315197012243,-4.783243342691975
60.575485462035,-0.1866045916230899,0.13605323,0.13561118,0.007493346,0.12802623,0.1427754,17.43230418871001,-3.2623828438821647
69.54015475880628,-0.9755753368750333,0.4053022,0.4053201,0.012926806,0.39211944,0.41804728,6.586680425091516,-9.717762836360095
70.18112987671326,1.7402339351279177,0.14668605,0.14611757,0.009355128,0.13654034,0.15493864,12.194548487951751,-10.678283767900638
71.31267658176284,0.8288975030782504,0.22686341,0.225822,0.02240432,0.2021278,0.2468999,6.764920158788561,-2.351187017832359
71.52200000846027,-0.3852512949367999,0.28080133,0.28052577,0.024656031,0.25619748,0.30562285,-4.130301092972565,-6.699039821032159
74.03418534001557,-1.7140695758068842,0.62871104,0.628753,0.016919773,0.611456,0.64518857,7.607817529007529,-10.383496849949438
75.29661759400169,1.3238331091670008,0.11237279,0.11219439,0.0050341003,0.107175715,0.117176294,12.677658359169575,-3.589080538630469
75.76094109745675,0.3398843021248017,0.2797052,0.2796765,0.022315575,0.25844482,0.30300972,0.07434837201452904,-18.66278279915136
75.78202617063077,0.34272075498874843,0.26285964,0.2619571,0.026881836,0.23366474,0.28776604,-3.8320814508463554,-7.865259380395145
76.38087891296179,-0.6177468789150884,0.77039033,0.7702845,0.053058874,0.7157004,0.8219828,2.038170232976483,-14.654592421767148
78.88664662758207,0.7089349067223036,0.3004917,0.30041146,0.023866147,0.27663097,0.3245009,-13.050657750158104,-14.196216116418782
79.73570334687959,0.9904481658389029,0.73029673,0.7303501,0.062268898,0.66826874,0.79278743,1.1449051858686363,-13.531632084941862
79.8768617101513,1.1769480518565139,0.6189359,0.61885744,0.02700947,0.5923678,0.64630073,8.487976981575525,-15.151847648734872
80.798358751203,-1.920998401854138,0.6231088,0.62298834,0.046142977,0.5748971,0.66698635,-2.9824632679336025,-12.753518929944988
80.86148060638196,0.38329864890127646,0.68315053,0.683144,0.038296618,0.64502794,0.7217872,6.819883876650767,-12.465711147259867
81.75231069833808,0.5907472014271133,0.66360307,0.6636565,0.0350309,0.62865114,0.6986035,-0.6858779198626727,-11.94597171444562
81.87126092276698,0.7806425959270948,0.77128273,0.7712682,0.041911855,0.72841704,0.8123637,-1.1726639322267518,-1.9797461155320093
90.21041884652509,2.3243263294043786,1.4832598,1.4832652,0.037888635,1.4456846,1.5219682,-4.907133458742179,-9.334111990091685
90.92149156847277,1.4866391508876282,0.13745345,0.13684927,0.01006202,0.12686619,0.14655782,3.0178360918841185,-13.194851199226491
92.67110261250686,3.0711369069780137,0.6137619,0.613763,0.020118888,0.59413874,0.63428015,-16.993302774732847,-8.801871232227285
94.60251907932413,-1.7961221860465217,0.21740331,0.21728458,0.011391618,0.20583111,0.22855552,3.456306128230893,-9.233560151421472
95.29640928036791,-0.9369260916592836,0.2101461,0.20995083,0.012759712,0.19733825,0.22291054,-6.934056841066786,-7.363061754943487
97.53059757689884,3.1837137655061762,0.14220534,0.14189954,0.009570394,0.13230927,0.15138014,10.713927687243771,-1.3867380862507446
100.37795140467924,-3.5784380506319797,0.28866667,0.28857875,0.01562192,0.27290434,0.30435526,12.947312545230282,-4.106277047543529
105.4153407995665,9.87819014043937,1.1338445,1.1338965,0.062553376,1.0703856,1.1953363,7.687208480271497,-3.9307083853126414
107.29814849705511,5.639738909923124,1.2777605,1.2778513,0.10604642,1.1734222,1.3857294,4.107257714312505,-10.082799077683802
108.18440412713686,5.5187141741030175,1.0923854,1.0923605,0.017918684,1.0743166,1.110025,-2.165629658878116,-9.40478147124162
108.20757925425059,0.5885686601049679,0.22742227,0.22609766,0.029018622,0.19514629,0.2528169,-10.920559528384395,-14.635024085742117
108.4254619510017,0.8938797786704659,0.32288468,0.32037652,0.043460365,0.27513552,0.361894,8.654358736638047,-20.180669125340273
108.47140082934065,-2.81828263849846,0.3058273,0.30582416,0.009895716,0.29570988,0.31549042,20.14769692094122,-13.289881328444324
109.87114054361915,2.1142331144652298,1.2279568,1.2278947,0.023794565,1.204225,1.2519879,2.7005879045648427,-3.671392588911516
111.2556473204034,-0.7697600325004578,0.28475803,0.2846807,0.013687501,0.27105027,0.29854348,1.5505047472120077,-2.9387839644540747
115.05817049311926,-0.04780508349368345,0.36473098,0.3640095,0.03391453,0.3303409,0.39846754,16.48611745234892,4.957918713397419
121.29772769898064,0.6586746380665055,1.0732403,1.0732081,0.038675655,1.0362531,1.1138624,9.403535795796639,-12.55400835433619
122.01613080261146,-7.080364464508809,0.45139366,0.45141333,0.019967517,0.43181673,0.47177693,29.785078603462107,-6.69082348200422
123.06687111330832,-6.307458387127732,0.37337968,0.37310708,0.026835943,0.345744,0.39967075,6.969214102228702,6.067451224760788
123.06571286094899,-6.309503596002619,0.42872116,0.42870265,0.020638756,0.40716243,0.44837928,7.619715364400927,2.694524436762407
134.62067979354035,-2.1949947866937314,0.4128439,0.41279638,0.016720979,0.39570564,0.4291852,2.961521762206079,-14.324351075229487
135.27736804841592,2.7977111744013468,0.16580422,0.16576543,0.009855659,0.15566786,0.175295,14.52102129435795,7.532845265489954
160.14595613846592,3.156587279744636,0.24525678,0.24521941,0.0059374515,0.23913215,0.2509486,-11.607102573165548,-17.731031951666353
168.06255332305665,0.821792774472923,0.18531121,0.18513305,0.021094495,0.1637671,0.20586686,4.995481165721709,-7.447777828412143
170.65992509395934,-0.24715863540958827,0.5490796,0.54877156,0.068507664,0.48027092,0.61730826,11.063706635493931,-12.52374939693459
173.48170012167827,2.4461502394068226,0.5934294,0.59345376,0.014070256,0.57913357,0.60719395,8.287215258976467,-6.933082091803243
174.20078576569145,-0.0705774365495289,0.4641835,0.4641543,0.019954795,0.44379702,0.48369598,-1.9409876052295163,9.636201071576693
176.51553308044686,0.20080473039159558,1.0392115,1.0391804,0.021027787,1.0177358,1.0598407,14.827673436821799,-16.975362367716826
183.72001748339744,-3.664334779789013,0.6286192,0.62862086,0.012021678,0.6162904,0.6403854,-1.1298152789271403,0.7045549174271741
188.94613651904677,0.8859910867416382,0.47591165,0.47591886,0.0059922496,0.46990815,0.48189697,-0.4767354648582161,-5.760499552981258
192.16092268505201,-3.8166167234548865,0.65601206,0.6559656,0.039570335,0.61707693,0.6961189,2.5568444266279435,-5.969777730154334
192.60026439965375,-0.0480346259467824,0.59158015,0.5916362,0.039328255,0.5529847,0.6320581,-0.15918767628814845,5.156135123635835
196.45392144831814,-1.6772835839025606,0.24127078,0.24125732,0.010988083,0.23027335,0.2522632,3.9199219048856415,-6.926924250369211
209.00710381792572,-19.385407367876443,2.4206975,2.4207268,0.018858083,2.4013193,2.4387734,-1.0336862987545143,-5.0439538495543275
211.59287992686757,1.0558432850287698,0.23697808,0.23694783,0.00996953,0.22698312,0.24693678,-5.13975149269999,-5.302770069200335
213.7048951069795,-12.596933374924088,1.1458126,1.1459923,0.029806087,1.1152581,1.1747533,-6.56181469600388,3.6536189205841367
217.79735918637314,1.0521676307724253,0.16807121,0.1679268,0.014051104,0.15335342,0.18149567,11.883173614215021,-11.401935858561927
229.5710310736511,0.1511496337363216,0.21902762,0.21898045,0.01165668,0.20787132,0.23102373,12.81877135414784,-10.263032189498858
232.62047648552957,0.9956623329523018,0.5925839,0.5925118,0.034184974,0.5592142,0.6275568,1.390367394051228,-4.402383044173206
236.8158559066961,1.9834377864193748,0.3239097,0.32358846,0.023691963,0.29914087,0.34661058,-8.253206135827806,-0.9601249826059473
239.3525543239775,-5.065400957531599,0.8393769,0.8391578,0.05664696,0.78228474,0.8953173,-0.7542340207095755,-11.046280633699894
240.31556192003987,0.07129338852107177,0.18559353,0.18543932,0.011898355,0.17336085,0.19729093,-8.03537491714536,0.18510339111890062
305.20013220042534,0.11794341636129109,0.22486296,0.22197258,0.041183338,0.17549968,0.2593016,-4.663033544956833,-6.817507906295134
339.8839744426684,-1.2588444151556561,0.38425228,0.3794207,0.04868476,0.32759997,0.4210059,-0.1483215432876403,-3.7067506480548786
348.7036894831859,-1.043576662219392,0.31628117,0.31589872,0.022760795,0.29332495,0.339159,11.729198930013476,-24.82356783334444
351.4449426111547,0.6596624023223397,0.732131,0.7320748,0.06841403,0.6639244,0.8008986,0.0840596287347407,-0.11986022313496392
359.6146910246702,-0.24315899246129866,0.37804288,0.37805897,0.020648928,0.3562713,0.39756182,21.674868321103933,0.3925572657659586
